zip_code,county,population,number_of_clinics,avg_distance_to_clinic_km,healthcare_desert_flag
75263,Collin,7,1,23.15,Yes
75263,Dallas,7,9,16.68,No
75263,Denton,7,4,6.99,No
75263,Harris,8,9,6.37,No
75263,Tarrant,11,4,11.72,No
75263,Travis,8,6,3.37,No
75264,Collin,9,2,17.23,No
75264,Dallas,9,0,10.26,No
75264,Denton,8,0,23.66,Yes
75264,Harris,6,3,12.24,No
75264,Tarrant,11,7,24.0,No
75264,Travis,11,3,24.15,No
75265,Collin,8,4,6.82,No
75265,Dallas,11,3,16.06,No
75265,Denton,10,0,22.1,Yes
75265,Harris,4,2,5.59,No
75265,Tarrant,7,0,21.87,Yes
75265,Travis,6,7,4.04,No
75266,Collin,2,3,19.47,No
75266,Dallas,14,7,3.39,No
75266,Denton,10,8,12.56,No
75266,Harris,6,6,10.11,No
75266,Tarrant,5,6,5.19,No
75266,Travis,10,0,14.45,No
75267,Collin,11,9,12.03,No
75267,Dallas,10,9,9.15,No
75267,Denton,9,1,24.61,Yes
75267,Harris,8,6,20.36,No
75267,Tarrant,8,8,17.09,No
75267,Travis,8,0,3.28,No
75268,Collin,10,0,15.06,Yes
75268,Dallas,4,2,11.01,No
75268,Denton,11,4,15.73,No
75268,Harris,11,5,19.58,No
75268,Tarrant,10,7,1.38,No
75268,Travis,9,8,9.02,No
75269,Collin,8,0,11.61,No
75269,Dallas,3,5,8.17,No
75269,Denton,6,9,17.68,No
75269,Harris,9,8,7.28,No
75269,Tarrant,11,1,18.74,Yes
75269,Travis,6,1,19.9,Yes
75270,Collin,8,3,9.05,No
75270,Dallas,13,7,4.78,No
75270,Denton,7,7,21.28,No
75270,Harris,6,9,15.58,No
75270,Tarrant,11,7,11.17,No
75270,Travis,3,9,21.9,No
75271,Collin,8,6,20.1,No
75271,Dallas,9,9,16.33,No
75271,Denton,2,9,3.19,No
75271,Harris,11,8,1.85,No
75271,Tarrant,9,1,22.44,Yes
75271,Travis,3,1,3.13,No
75272,Collin,4,8,11.27,No
75272,Dallas,7,9,13.99,No
75272,Denton,12,5,1.31,No
75272,Harris,3,2,4.54,No
75272,Tarrant,9,0,3.17,No
75272,Travis,12,7,18.28,No
75273,Collin,8,4,13.61,No
75273,Dallas,7,2,20.73,No
75273,Denton,4,1,15.43,Yes
75273,Harris,6,1,1.21,No
75273,Tarrant,9,7,5.9,No
75273,Travis,5,4,24.16,No
75274,Collin,8,9,12.64,No
75274,Dallas,7,2,7.35,No
75274,Denton,8,9,3.3,No
75274,Harris,8,3,12.52,No
75274,Tarrant,7,5,17.27,No
75274,Travis,6,5,8.97,No
75275,Collin,9,0,18.88,Yes
75275,Dallas,4,0,21.46,Yes
75275,Denton,10,3,2.09,No
75275,Harris,8,6,17.05,No
75275,Tarrant,6,0,10.56,No
75275,Travis,15,1,7.49,No
75276,Collin,8,0,18.2,Yes
75276,Dallas,8,1,8.21,No
75276,Denton,7,5,22.96,No
75276,Harris,6,2,23.86,No
75276,Tarrant,9,6,19.31,No
75276,Travis,10,0,23.07,Yes
75277,Collin,5,7,18.99,No
75277,Dallas,4,2,6.58,No
75277,Denton,5,5,17.08,No
75277,Harris,12,4,22.3,No
75277,Tarrant,11,5,10.47,No
75277,Travis,10,0,2.77,No
75278,Collin,9,4,21.32,No
75278,Dallas,7,7,7.25,No
75278,Denton,6,6,6.8,No
75278,Harris,8,5,19.22,No
75278,Tarrant,10,1,17.28,Yes
75278,Travis,7,5,18.75,No
75279,Collin,6,1,14.45,No
75279,Dallas,8,2,9.62,No
75279,Denton,8,0,8.49,No
75279,Harris,6,2,11.94,No
75279,Tarrant,13,3,22.16,No
75279,Travis,8,7,11.19,No
75280,Collin,13,9,14.92,No
75280,Dallas,7,1,14.25,No
75280,Denton,13,5,12.1,No
75280,Harris,12,9,15.01,No
75280,Tarrant,10,5,17.48,No
75280,Travis,10,1,15.38,Yes
75281,Collin,13,5,8.88,No
75281,Dallas,8,0,17.01,Yes
75281,Denton,10,2,11.3,No
75281,Harris,6,3,13.45,No
75281,Tarrant,8,8,11.51,No
75281,Travis,12,1,18.3,Yes
75282,Collin,8,9,4.29,No
75282,Dallas,12,8,7.88,No
75282,Denton,7,6,14.43,No
75282,Harris,11,6,5.02,No
75282,Tarrant,8,7,23.75,No
75282,Travis,7,1,1.34,No
75283,Collin,7,5,3.57,No
75283,Dallas,10,3,1.39,No
75283,Denton,7,1,9.76,No
75283,Harris,10,4,14.1,No
75283,Tarrant,2,4,9.02,No
75283,Travis,6,0,12.62,No
75284,Collin,21,9,24.71,No
75284,Dallas,9,7,4.89,No
75284,Denton,11,8,1.33,No
75284,Harris,8,6,17.06,No
75284,Tarrant,8,7,13.75,No
75284,Travis,8,6,18.18,No
75285,Collin,10,6,12.59,No
75285,Dallas,11,3,23.62,No
75285,Denton,8,7,8.43,No
75285,Harris,9,6,1.86,No
75285,Tarrant,4,6,6.84,No
75285,Travis,4,3,10.21,No
75286,Collin,6,7,2.73,No
75286,Dallas,7,9,14.81,No
75286,Denton,6,3,20.3,No
75286,Harris,5,6,14.42,No
75286,Tarrant,3,8,17.49,No
75286,Travis,3,0,2.97,No
75287,Collin,7,7,17.76,No
75287,Dallas,7,6,16.54,No
75287,Denton,8,1,19.58,Yes
75287,Harris,7,1,19.73,Yes
75287,Tarrant,7,1,14.92,No
75287,Travis,9,1,16.11,Yes
75288,Collin,6,3,5.98,No
75288,Dallas,11,8,8.49,No
75288,Denton,5,9,20.99,No
75288,Harris,8,3,24.22,No
75288,Tarrant,10,2,7.14,No
75288,Travis,6,0,22.48,Yes
75289,Collin,9,1,18.07,Yes
75289,Dallas,11,1,11.55,No
75289,Denton,16,0,8.5,No
75289,Harris,7,2,2.85,No
75289,Tarrant,7,5,11.7,No
75289,Travis,7,8,2.3,No
75290,Collin,17,1,20.95,Yes
75290,Dallas,9,1,13.95,No
75290,Denton,9,0,2.43,No
75290,Harris,6,0,23.43,Yes
75290,Tarrant,14,2,6.82,No
75290,Travis,12,3,18.78,No
75291,Collin,4,3,18.32,No
75291,Dallas,2,5,21.83,No
75291,Denton,14,6,6.47,No
75291,Harris,10,3,1.74,No
75291,Tarrant,8,9,5.73,No
75291,Travis,10,5,6.38,No
75292,Collin,14,8,23.95,No
75292,Dallas,8,1,24.62,Yes
75292,Denton,5,6,5.66,No
75292,Harris,11,7,9.61,No
75292,Tarrant,9,6,10.55,No
75292,Travis,11,9,12.58,No
75293,Collin,6,8,16.91,No
75293,Dallas,5,6,22.37,No
75293,Denton,5,7,3.14,No
75293,Harris,5,2,3.46,No
75293,Tarrant,16,9,21.18,No
75293,Travis,9,0,18.23,Yes
75294,Collin,8,1,12.79,No
75294,Dallas,13,7,12.57,No
75294,Denton,8,4,8.9,No
75294,Harris,4,5,23.54,No
75294,Tarrant,12,4,5.86,No
75294,Travis,6,6,9.04,No
75295,Collin,9,5,15.03,No
75295,Dallas,7,9,15.36,No
75295,Denton,13,1,7.67,No
75295,Harris,11,2,20.53,No
75295,Tarrant,7,0,13.38,No
75295,Travis,6,5,5.58,No
75296,Collin,14,4,16.4,No
75296,Dallas,7,0,8.04,No
75296,Denton,9,7,11.6,No
75296,Harris,9,8,21.96,No
75296,Tarrant,11,5,1.6,No
75296,Travis,5,0,6.26,No
75297,Collin,10,9,24.61,No
75297,Dallas,10,3,12.08,No
75297,Denton,3,9,16.23,No
75297,Harris,11,0,5.65,No
75297,Tarrant,7,0,17.49,Yes
75297,Travis,8,9,8.43,No
75298,Collin,5,8,3.24,No
75298,Dallas,9,0,14.49,No
75298,Denton,7,3,2.75,No
75298,Harris,7,9,11.48,No
75298,Tarrant,6,4,19.12,No
75298,Travis,5,5,14.54,No
75299,Collin,7,5,5.38,No
75299,Dallas,9,3,5.29,No
75299,Denton,9,0,16.4,Yes
75299,Harris,8,7,23.25,No
75299,Tarrant,4,7,15.27,No
75299,Travis,5,8,8.22,No
75300,Collin,9,8,19.2,No
75300,Dallas,7,5,5.39,No
75300,Denton,13,5,20.65,No
75300,Harris,7,1,23.83,Yes
75300,Tarrant,4,7,21.87,No
75300,Travis,8,6,12.97,No
75301,Collin,9,3,5.53,No
75301,Dallas,8,7,2.78,No
75301,Denton,9,2,11.13,No
75301,Harris,4,6,23.0,No
75301,Tarrant,7,2,24.24,No
75301,Travis,10,2,1.96,No
75302,Collin,16,8,5.02,No
75302,Dallas,5,5,9.34,No
75302,Denton,6,7,22.9,No
75302,Harris,8,7,5.46,No
75302,Tarrant,11,7,6.42,No
75302,Travis,9,4,14.77,No
75303,Collin,6,9,1.89,No
75303,Dallas,8,3,22.63,No
75303,Denton,9,8,24.84,No
75303,Harris,6,4,21.92,No
75303,Tarrant,8,9,5.24,No
75303,Travis,10,3,9.82,No
75304,Collin,8,2,17.44,No
75304,Dallas,7,6,24.69,No
75304,Denton,5,7,3.9,No
75304,Harris,14,8,14.41,No
75304,Tarrant,8,3,21.89,No
75304,Travis,11,1,22.69,Yes
75305,Collin,6,5,16.75,No
75305,Dallas,2,3,22.28,No
75305,Denton,6,6,5.45,No
75305,Harris,7,3,11.19,No
75305,Tarrant,6,7,6.18,No
75305,Travis,7,5,23.27,No
75306,Collin,10,6,19.79,No
75306,Dallas,7,6,15.91,No
75306,Denton,10,6,7.77,No
75306,Harris,11,4,17.54,No
75306,Tarrant,10,5,9.4,No
75306,Travis,16,6,4.85,No
75307,Collin,10,1,15.2,Yes
75307,Dallas,8,4,14.15,No
75307,Denton,9,4,24.05,No
75307,Harris,17,9,5.79,No
75307,Tarrant,16,9,18.43,No
75307,Travis,16,3,17.19,No
75308,Collin,13,6,12.92,No
75308,Dallas,8,8,21.45,No
75308,Denton,9,4,22.97,No
75308,Harris,4,6,1.71,No
75308,Tarrant,8,5,4.2,No
75308,Travis,9,8,2.57,No
75309,Collin,11,6,12.85,No
75309,Dallas,6,5,15.11,No
75309,Denton,8,6,11.77,No
75309,Harris,4,6,11.78,No
75309,Tarrant,7,7,10.03,No
75309,Travis,11,6,18.46,No
75310,Collin,7,3,17.9,No
75310,Dallas,11,0,24.16,Yes
75310,Denton,9,8,18.56,No
75310,Harris,10,1,14.02,No
75310,Tarrant,5,5,6.48,No
75310,Travis,4,7,12.03,No
75311,Collin,12,0,8.3,No
75311,Dallas,8,8,15.53,No
75311,Denton,7,9,6.72,No
75311,Harris,6,4,13.08,No
75311,Tarrant,3,2,19.94,No
75311,Travis,7,8,19.57,No
75312,Collin,7,2,19.73,No
75312,Dallas,7,0,8.34,No
75312,Denton,3,4,3.49,No
75312,Harris,7,0,16.97,Yes
75312,Tarrant,10,5,6.4,No
75312,Travis,8,7,13.64,No
75313,Collin,4,7,1.42,No
75313,Dallas,5,5,4.58,No
75313,Denton,10,6,16.47,No
75313,Harris,9,6,8.62,No
75313,Tarrant,9,2,23.42,No
75313,Travis,5,1,21.83,Yes
75314,Collin,3,8,5.92,No
75314,Dallas,3,5,17.12,No
75314,Denton,9,5,19.54,No
75314,Harris,9,4,11.12,No
75314,Tarrant,10,0,21.87,Yes
75314,Travis,6,5,3.0,No
75315,Collin,10,4,11.23,No
75315,Dallas,9,8,10.39,No
75315,Denton,7,8,12.76,No
75315,Harris,6,5,17.15,No
75315,Tarrant,13,1,21.4,Yes
75315,Travis,10,2,7.33,No
75316,Collin,6,1,12.36,No
75316,Dallas,7,4,24.35,No
75316,Denton,5,3,24.23,No
75316,Harris,7,0,19.65,Yes
75316,Tarrant,6,6,17.55,No
75316,Travis,5,2,5.31,No
75317,Collin,4,5,7.91,No
75317,Dallas,11,2,8.01,No
75317,Denton,7,9,5.64,No
75317,Harris,9,9,23.43,No
75317,Tarrant,9,9,19.68,No
75317,Travis,10,4,15.11,No
75318,Collin,7,8,10.75,No
75318,Dallas,9,2,19.77,No
75318,Denton,5,7,3.25,No
75318,Harris,14,0,20.88,Yes
75318,Tarrant,11,9,9.68,No
75318,Travis,8,6,7.1,No
75319,Collin,10,9,7.73,No
75319,Dallas,6,2,20.99,No
75319,Denton,6,0,20.54,Yes
75319,Harris,10,6,22.14,No
75319,Tarrant,9,7,1.4,No
75319,Travis,7,5,4.83,No
75320,Collin,10,6,19.64,No
75320,Dallas,11,2,23.64,No
75320,Denton,10,7,15.86,No
75320,Harris,5,3,16.93,No
75320,Tarrant,7,8,12.33,No
75320,Travis,12,8,10.4,No
75321,Collin,4,3,3.5,No
75321,Dallas,6,5,2.11,No
75321,Denton,6,5,20.66,No
75321,Harris,7,9,22.61,No
75321,Tarrant,9,0,20.89,Yes
75321,Travis,6,3,23.36,No
75322,Collin,15,6,10.71,No
75322,Dallas,10,2,22.0,No
75322,Denton,4,8,10.94,No
75322,Harris,7,5,22.52,No
75322,Tarrant,8,3,10.04,No
75322,Travis,12,3,22.87,No
75323,Collin,8,0,24.1,Yes
75323,Dallas,9,6,22.0,No
75323,Denton,10,9,5.95,No
75323,Harris,8,9,2.43,No
75323,Tarrant,11,2,24.63,No
75323,Travis,10,4,20.76,No
75324,Collin,9,4,11.71,No
75324,Dallas,9,1,8.17,No
75324,Denton,6,2,18.56,No
75324,Harris,6,8,9.29,No
75324,Tarrant,10,6,5.42,No
75324,Travis,10,7,7.14,No
75325,Collin,8,3,19.53,No
75325,Dallas,9,2,4.42,No
75325,Denton,6,0,8.69,No
75325,Harris,3,3,24.32,No
75325,Tarrant,6,4,2.8,No
75325,Travis,7,9,22.21,No
75326,Collin,7,9,11.42,No
75326,Dallas,7,3,23.61,No
75326,Denton,15,3,6.66,No
75326,Harris,8,7,19.61,No
75326,Tarrant,6,1,15.21,Yes
75326,Travis,8,7,20.15,No
75327,Collin,11,5,14.99,No
75327,Dallas,14,3,21.91,No
75327,Denton,8,0,10.63,No
75327,Harris,9,2,7.27,No
75327,Tarrant,3,7,19.6,No
75327,Travis,5,8,19.74,No
75328,Collin,7,0,1.34,No
75328,Dallas,10,6,12.86,No
75328,Denton,7,4,12.88,No
75328,Harris,6,6,22.04,No
75328,Tarrant,6,9,7.95,No
75328,Travis,13,3,24.99,No
75329,Collin,10,4,20.21,No
75329,Dallas,8,7,5.93,No
75329,Denton,11,3,5.82,No
75329,Harris,11,7,12.18,No
75329,Tarrant,12,5,9.02,No
75329,Travis,8,4,18.58,No
75330,Collin,11,5,12.1,No
75330,Dallas,6,2,1.68,No
75330,Denton,6,9,8.01,No
75330,Harris,11,1,16.2,Yes
75330,Tarrant,2,7,4.92,No
75330,Travis,5,4,8.9,No
75331,Collin,4,5,3.03,No
75331,Dallas,8,7,22.23,No
75331,Denton,7,7,1.13,No
75331,Harris,7,5,18.53,No
75331,Tarrant,11,1,20.07,Yes
75331,Travis,9,8,22.39,No
75332,Collin,6,2,2.05,No
75332,Dallas,6,1,20.34,Yes
75332,Denton,7,8,6.84,No
75332,Harris,9,0,3.61,No
75332,Tarrant,5,6,18.97,No
75332,Travis,10,3,8.94,No
75333,Collin,10,8,15.25,No
75333,Dallas,5,1,12.78,No
75333,Denton,9,8,7.24,No
75333,Harris,9,5,16.51,No
75333,Tarrant,8,5,6.36,No
75333,Travis,5,0,19.78,Yes
75334,Collin,11,6,23.6,No
75334,Dallas,13,8,3.0,No
75334,Denton,7,2,18.17,No
75334,Harris,6,4,17.26,No
75334,Tarrant,3,8,16.53,No
75334,Travis,8,9,11.9,No
75335,Collin,5,5,17.91,No
75335,Dallas,4,3,24.29,No
75335,Denton,10,2,10.62,No
75335,Harris,8,6,11.21,No
75335,Tarrant,8,5,17.39,No
75335,Travis,10,6,2.57,No
75336,Collin,13,6,20.71,No
75336,Dallas,10,6,13.43,No
75336,Denton,8,6,2.79,No
75336,Harris,8,6,15.1,No
75336,Tarrant,12,2,22.14,No
75336,Travis,11,3,9.49,No
75337,Collin,5,1,1.96,No
75337,Dallas,9,2,12.07,No
75337,Denton,14,3,8.13,No
75337,Harris,4,7,1.37,No
75337,Tarrant,8,4,6.35,No
75337,Travis,12,5,15.16,No
75338,Collin,9,7,16.55,No
75338,Dallas,12,4,11.49,No
75338,Denton,10,0,14.73,No
75338,Harris,7,1,14.88,No
75338,Tarrant,5,4,6.09,No
75338,Travis,10,0,5.19,No
75339,Collin,8,8,18.3,No
75339,Dallas,7,1,19.32,Yes
75339,Denton,15,9,6.79,No
75339,Harris,11,9,15.81,No
75339,Tarrant,8,6,11.03,No
75339,Travis,6,2,13.32,No
75340,Collin,8,5,20.66,No
75340,Dallas,6,4,9.98,No
75340,Denton,5,0,6.08,No
75340,Harris,8,3,9.89,No
75340,Tarrant,5,7,1.16,No
75340,Travis,7,0,3.65,No
75341,Collin,3,4,8.31,No
75341,Dallas,7,3,15.91,No
75341,Denton,12,0,15.46,Yes
75341,Harris,6,4,23.34,No
75341,Tarrant,9,7,2.46,No
75341,Travis,10,5,24.8,No
75342,Collin,6,5,10.45,No
75342,Dallas,8,6,20.25,No
75342,Denton,5,5,5.05,No
75342,Harris,11,7,6.91,No
75342,Tarrant,3,1,18.41,Yes
75342,Travis,10,7,5.35,No
75343,Collin,9,2,19.96,No
75343,Dallas,9,0,1.01,No
75343,Denton,10,1,2.04,No
75343,Harris,8,5,15.13,No
75343,Tarrant,10,0,16.89,Yes
75343,Travis,12,9,20.84,No
75344,Collin,10,3,4.7,No
75344,Dallas,13,9,6.47,No
75344,Denton,10,6,8.51,No
75344,Harris,7,6,22.16,No
75344,Tarrant,4,0,19.1,Yes
75344,Travis,5,3,18.55,No
75345,Collin,8,0,3.57,No
75345,Dallas,9,2,9.3,No
75345,Denton,8,5,12.64,No
75345,Harris,13,4,19.88,No
75345,Tarrant,10,0,8.19,No
75345,Travis,11,1,6.55,No
75346,Collin,7,6,18.34,No
75346,Dallas,9,1,14.17,No
75346,Denton,9,3,16.35,No
75346,Harris,9,2,16.21,No
75346,Tarrant,10,8,17.73,No
75346,Travis,9,8,2.11,No
75347,Collin,7,7,24.97,No
75347,Dallas,8,7,3.71,No
75347,Denton,3,0,16.51,Yes
75347,Harris,9,0,2.17,No
75347,Tarrant,8,2,9.35,No
75347,Travis,8,4,8.6,No
75348,Collin,12,3,1.71,No
75348,Dallas,4,3,6.68,No
75348,Denton,6,3,21.34,No
75348,Harris,9,3,19.6,No
75348,Tarrant,8,7,12.3,No
75348,Travis,11,3,6.43,No
75349,Collin,4,1,16.8,Yes
75349,Dallas,6,6,6.59,No
75349,Denton,14,6,2.16,No
75349,Harris,13,0,12.15,No
75349,Tarrant,15,2,17.49,No
75349,Travis,9,5,1.25,No
75350,Collin,8,0,20.27,Yes
75350,Dallas,5,0,6.49,No
75350,Denton,11,4,17.55,No
75350,Harris,6,4,2.58,No
75350,Tarrant,11,1,12.76,No
75350,Travis,11,8,17.69,No
75351,Collin,10,1,20.32,Yes
75351,Dallas,6,3,14.9,No
75351,Denton,7,7,11.54,No
75351,Harris,8,9,10.31,No
75351,Tarrant,10,5,19.62,No
75351,Travis,9,0,9.43,No
75352,Collin,6,3,9.6,No
75352,Dallas,5,3,5.19,No
75352,Denton,9,0,3.44,No
75352,Harris,6,9,9.73,No
75352,Tarrant,6,7,5.36,No
75352,Travis,9,7,2.02,No
75353,Collin,11,2,24.52,No
75353,Dallas,9,8,12.96,No
75353,Denton,8,9,21.74,No
75353,Harris,12,3,10.13,No
75353,Tarrant,7,4,19.47,No
75353,Travis,7,4,5.16,No
75354,Collin,13,2,10.36,No
75354,Dallas,8,6,16.89,No
75354,Denton,13,9,10.36,No
75354,Harris,13,2,7.69,No
75354,Tarrant,8,2,16.76,No
75354,Travis,7,7,23.09,No
75355,Collin,7,8,19.65,No
75355,Dallas,7,2,14.26,No
75355,Denton,5,0,7.68,No
75355,Harris,5,3,8.23,No
75355,Tarrant,6,1,23.99,Yes
75355,Travis,3,6,4.82,No
75356,Collin,8,3,9.72,No
75356,Dallas,9,8,9.62,No
75356,Denton,7,3,19.15,No
75356,Harris,8,4,15.41,No
75356,Tarrant,4,4,1.46,No
75356,Travis,10,1,19.51,Yes
75357,Collin,8,3,12.45,No
75357,Dallas,6,7,6.31,No
75357,Denton,7,0,7.67,No
75357,Harris,5,6,22.29,No
75357,Tarrant,13,3,15.04,No
75357,Travis,5,3,5.62,No
75358,Collin,10,0,24.94,Yes
75358,Dallas,6,8,12.57,No
75358,Denton,9,3,12.17,No
75358,Harris,6,8,24.87,No
75358,Tarrant,7,4,10.36,No
75358,Travis,10,2,13.4,No
75359,Collin,10,7,4.73,No
75359,Dallas,15,2,3.53,No
75359,Denton,10,2,6.33,No
75359,Harris,9,1,2.69,No
75359,Tarrant,8,7,9.51,No
75359,Travis,8,4,20.19,No
75360,Collin,9,0,1.04,No
75360,Dallas,9,3,14.69,No
75360,Denton,6,0,4.57,No
75360,Harris,11,8,24.09,No
75360,Tarrant,10,3,9.2,No
75360,Travis,17,7,16.2,No
75361,Collin,8,8,5.97,No
75361,Dallas,10,3,12.2,No
75361,Denton,8,4,4.15,No
75361,Harris,12,2,8.02,No
75361,Tarrant,6,7,3.57,No
75361,Travis,6,7,15.12,No
75362,Collin,7,3,5.6,No
75362,Dallas,12,0,7.69,No
75362,Denton,8,9,5.82,No
75362,Harris,12,6,20.39,No
75362,Tarrant,9,7,5.42,No
75362,Travis,9,0,10.96,No
75363,Collin,8,3,8.44,No
75363,Dallas,11,8,24.18,No
75363,Denton,11,6,4.47,No
75363,Harris,3,3,17.58,No
75363,Tarrant,7,1,5.57,No
75363,Travis,9,6,9.58,No
75364,Collin,8,5,19.37,No
75364,Dallas,9,8,1.47,No
75364,Denton,12,0,1.55,No
75364,Harris,4,3,10.4,No
75364,Tarrant,7,8,16.85,No
75364,Travis,5,4,2.01,No
75365,Collin,13,7,13.7,No
75365,Dallas,11,8,19.42,No
75365,Denton,10,6,1.77,No
75365,Harris,8,0,18.31,Yes
75365,Tarrant,6,8,20.08,No
75365,Travis,8,6,5.82,No
75366,Collin,7,9,5.31,No
75366,Dallas,11,6,17.72,No
75366,Denton,8,8,13.11,No
75366,Harris,11,6,15.28,No
75366,Tarrant,9,1,12.56,No
75366,Travis,6,4,2.35,No
75367,Collin,15,6,8.08,No
75367,Dallas,11,5,24.06,No
75367,Denton,8,6,4.46,No
75367,Harris,6,5,1.05,No
75367,Tarrant,11,3,11.12,No
75367,Travis,6,7,2.29,No
75368,Collin,13,2,9.64,No
75368,Dallas,10,1,16.26,Yes
75368,Denton,7,6,24.05,No
75368,Harris,7,4,15.22,No
75368,Tarrant,6,3,13.66,No
75368,Travis,12,0,22.06,Yes
75369,Collin,13,8,3.75,No
75369,Dallas,8,6,15.34,No
75369,Denton,11,0,17.06,Yes
75369,Harris,8,0,4.49,No
75369,Tarrant,7,3,23.51,No
75369,Travis,8,8,9.38,No
75370,Collin,8,6,3.37,No
75370,Dallas,14,1,3.82,No
75370,Denton,11,0,23.6,Yes
75370,Harris,13,6,1.92,No
75370,Tarrant,8,0,9.31,No
75370,Travis,8,1,21.39,Yes
75371,Collin,5,2,20.62,No
75371,Dallas,11,5,5.96,No
75371,Denton,9,2,20.03,No
75371,Harris,8,2,15.83,No
75371,Tarrant,11,0,22.34,Yes
75371,Travis,10,8,18.8,No
75372,Collin,5,8,11.68,No
75372,Dallas,8,8,20.02,No
75372,Denton,9,9,12.24,No
75372,Harris,9,7,8.16,No
75372,Tarrant,10,1,20.19,Yes
75372,Travis,14,6,14.47,No
75373,Collin,13,2,20.07,No
75373,Dallas,9,1,4.4,No
75373,Denton,11,2,21.93,No
75373,Harris,8,6,16.95,No
75373,Tarrant,9,3,14.65,No
75373,Travis,5,2,3.02,No
75374,Collin,10,7,23.14,No
75374,Dallas,9,3,16.81,No
75374,Denton,9,2,2.13,No
75374,Harris,6,5,5.37,No
75374,Tarrant,9,4,14.57,No
75374,Travis,11,3,16.55,No
75375,Collin,13,2,15.35,No
75375,Dallas,4,4,4.27,No
75375,Denton,12,1,3.94,No
75375,Harris,9,9,15.25,No
75375,Tarrant,10,7,10.13,No
75375,Travis,10,1,19.97,Yes
75376,Collin,8,0,9.68,No
75376,Dallas,5,2,22.8,No
75376,Denton,12,3,12.92,No
75376,Harris,5,4,11.8,No
75376,Tarrant,8,2,9.17,No
75376,Travis,5,0,18.68,Yes
75377,Collin,8,8,21.64,No
75377,Dallas,6,1,4.15,No
75377,Denton,11,9,14.84,No
75377,Harris,13,2,21.43,No
75377,Tarrant,8,8,15.25,No
75377,Travis,14,6,6.0,No
75378,Collin,9,7,24.7,No
75378,Dallas,7,5,20.07,No
75378,Denton,12,0,6.69,No
75378,Harris,4,0,8.37,No
75378,Tarrant,10,7,3.54,No
75378,Travis,12,2,12.32,No
75379,Collin,11,5,24.7,No
75379,Dallas,6,7,4.02,No
75379,Denton,9,3,20.65,No
75379,Harris,9,6,4.23,No
75379,Tarrant,11,5,1.58,No
75379,Travis,6,9,13.88,No
75380,Collin,6,7,5.11,No
75380,Dallas,12,3,13.77,No
75380,Denton,5,2,17.5,No
75380,Harris,9,9,9.64,No
75380,Tarrant,10,6,10.81,No
75380,Travis,8,1,6.94,No
75381,Collin,12,9,23.03,No
75381,Dallas,11,4,4.4,No
75381,Denton,4,8,19.92,No
75381,Harris,5,7,23.29,No
75381,Tarrant,9,7,15.35,No
75381,Travis,8,1,6.88,No
75382,Collin,12,6,6.64,No
75382,Dallas,10,1,5.49,No
75382,Denton,9,8,22.91,No
75382,Harris,8,5,3.2,No
75382,Tarrant,9,3,13.7,No
75382,Travis,7,6,2.91,No
75383,Collin,7,8,22.86,No
75383,Dallas,7,5,4.0,No
75383,Denton,8,5,18.34,No
75383,Harris,8,7,14.04,No
75383,Tarrant,6,1,8.92,No
75383,Travis,9,7,15.0,No
75384,Collin,11,1,19.69,Yes
75384,Dallas,9,2,2.24,No
75384,Denton,5,6,20.0,No
75384,Harris,4,6,2.72,No
75384,Tarrant,10,5,3.9,No
75384,Travis,10,7,20.87,No
75385,Collin,6,3,17.64,No
75385,Dallas,8,3,13.63,No
75385,Denton,7,5,2.41,No
75385,Harris,9,6,6.06,No
75385,Tarrant,7,9,11.78,No
75385,Travis,9,2,18.57,No
75386,Collin,7,3,23.18,No
75386,Dallas,6,9,5.19,No
75386,Denton,11,4,18.8,No
75386,Harris,10,9,9.18,No
75386,Tarrant,11,1,20.74,Yes
75386,Travis,7,8,21.24,No
75387,Collin,14,6,24.95,No
75387,Dallas,15,0,17.52,Yes
75387,Denton,8,9,19.34,No
75387,Harris,12,8,14.2,No
75387,Tarrant,10,1,24.47,Yes
75387,Travis,11,1,24.46,Yes
75388,Collin,12,7,21.65,No
75388,Dallas,11,0,6.24,No
75388,Denton,14,5,18.29,No
75388,Harris,6,9,10.59,No
75388,Tarrant,11,4,17.06,No
75388,Travis,3,1,1.49,No
75389,Collin,8,9,23.87,No
75389,Dallas,9,9,7.92,No
75389,Denton,7,9,13.11,No
75389,Harris,5,0,14.85,No
75389,Tarrant,4,3,6.18,No
75389,Travis,4,8,11.75,No
75390,Collin,8,1,4.46,No
75390,Dallas,7,0,16.72,Yes
75390,Denton,6,6,24.82,No
75390,Harris,5,9,6.65,No
75390,Tarrant,8,1,16.29,Yes
75390,Travis,6,1,4.82,No
75391,Collin,6,1,21.39,Yes
75391,Dallas,8,3,24.62,No
75391,Denton,8,2,5.95,No
75391,Harris,12,9,15.78,No
75391,Tarrant,6,2,18.72,No
75391,Travis,9,2,4.54,No
75392,Collin,12,1,5.09,No
75392,Dallas,11,9,8.27,No
75392,Denton,10,7,11.05,No
75392,Harris,12,7,21.73,No
75392,Tarrant,8,8,23.8,No
75392,Travis,13,0,24.54,Yes
75393,Collin,8,9,20.47,No
75393,Dallas,9,2,19.15,No
75393,Denton,9,6,14.21,No
75393,Harris,6,9,20.85,No
75393,Tarrant,13,9,12.66,No
75393,Travis,6,2,23.53,No
75394,Collin,5,7,12.45,No
75394,Dallas,9,8,10.24,No
